id,State_Name,State_ab,County,Type,ALand,AWater,Lat,Lon,Mean,Median,Stdev,Samples
17013704,Illinois,IL,Franklin County,Village,4164535,44163,37.996016,-88.948894,626,586,287,130
17013623,Illinois,IL,Christian County,Village,580018,0,39.588244,-89.448566,491,435,115,37
17013752,Illinois,IL,DuPage County,Village,24944300,416844,41.737392,-88.04413,1216,1123,410,4333
17013500,Illinois,IL,Montgomery County,Village,1897543,0,39.163238,-89.460882,678,669,187,40
17012774,Illinois,IL,Boone County,CDP,1655806,24249,42.253621,-88.712923,722,485,540,20
170212809,Illinois,IL,Adams County,Track,191124808,1119320,40.6445314,-89.189231,0,0,0,0
17013572,Illinois,IL,Williamson County,Village,3765174,14392,37.621542,-88.704066,764,789,102,10
17013734,Illinois,IL,Greene County,Village,2036786,0,39.480683,-90.486766,725,724,18,5
17013683,Illinois,IL,St. Clair County,Village,6527346,0,38.628433,-90.092751,721,694,293,552
17013698,Illinois,IL,LaSalle County,City,1909864,0,41.0486,-89.052247,0,0,0,0
17013608,Illinois,IL,Carroll County,Village,6200332,0,41.97272,-90.111762,639,673,207,89
17013755,Illinois,IL,Morgan County,Village,1012630,0,39.627465,-90.225407,634,631,82,16
17013491,Illinois,IL,Livingston County,Village,631388,0,40.892363,-88.405989,601,610,111,15
17013749,Illinois,IL,Iroquois County,Village,1182039,0,40.71417,-87.730536,520,493,147,32
17013761,Illinois,IL,Clay County,Village,1369092,0,38.637133,-88.637443,445,442,120,26
17012867,Illinois,IL,Monroe County,Village,575540,0,38.305096,-89.994407,817,741,285,34
17013707,Illinois,IL,Shelby County,CDP,221645,0,39.479058,-88.861198,0,0,0,0
17013554,Illinois,IL,White County,Village,322804,0,38.178698,-88.354739,972,968,51,7
17013728,Illinois,IL,Perry County,Village,1011165,0,37.982801,-89.589799,713,718,215,53
17013743,Illinois,IL,Stephenson County,Village,1169391,0,42.493181,-89.79459,518,493,163,34
17013584,Illinois,IL,Moultrie County,City,7104838,10770,39.595656,-88.608809,654,610,252,695
17013662,Illinois,IL,Sangamon County,City,4849292,0,39.505878,-89.77113,0,0,0,0
17013689,Illinois,IL,Lake County,Village,13201449,1768227,42.277005,-88.135272,1130,976,463,1292
17013533,Illinois,IL,Bond County,Village,2411997,0,38.894565,-89.340002,574,574,18,5
17012660,Illinois,IL,Alexander County,Village,5078304,89246,37.294005,-89.480188,849,835,223,55
17013101,Illinois,IL,Mason County,Village,3730408,0,40.420608,-89.780882,676,644,247,140
17012672,Illinois,IL,Pope County,Village,758720,2015,37.500191,-88.585059,198,139,124,9
17013452,Illinois,IL,Hardin County,City,5021014,467135,37.425261,-88.353247,357,257,234,85
17013197,Illinois,IL,Logan County,City,2930959,0,40.010094,-89.283787,571,573,201,89
17013644,Illinois,IL,Fayette County,City,21106804,40746,38.974564,-89.110695,582,568,376,613
17013716,Illinois,IL,Crawford County,CDP,343786,0,39.168841,-87.67304,0,0,0,0
17013569,Illinois,IL,Ogle County,Village,1405937,0,42.10411,-89.179978,874,870,230,117
17013686,Illinois,IL,DeKalb County,Village,3749627,35,41.765591,-88.763066,912,797,366,136
17013524,Illinois,IL,Ford County,Village,1323231,34630,40.587623,-88.378217,656,645,91,28
17013530,Illinois,IL,Wayne County,Village,3114203,0,38.361501,-88.535343,375,374,18,1
17012813,Illinois,IL,Johnson County,Village,6954759,58011,37.555077,-88.973533,621,692,246,135
17013581,Illinois,IL,Henderson County,Village,2297981,0,40.746363,-90.909315,668,581,499,146
17012957,Illinois,IL,Calhoun County,Village,2641260,569689,39.297181,-90.612931,547,512,335,31
17012939,Illinois,IL,Piatt County,Village,2140794,0,39.945643,-88.456895,0,0,0,0
17012870,Illinois,IL,Putnam County,Village,13635510,946319,41.246894,-89.313965,739,765,190,97
17013671,Illinois,IL,Jefferson County,Village,3051117,54956,38.21838,-89.034997,566,534,239,64
17013617,Illinois,IL,Cumberland County,Village,2361816,0,39.272387,-88.241628,526,522,245,161
17013413,Illinois,IL,Gallatin County,Village,2358210,2293,37.797884,-88.260616,362,416,143,80
17012969,Illinois,IL,Marion County,Village,2611610,4287,38.49486,-88.898749,0,0,0,0
17013695,Illinois,IL,De Witt County,Village,836905,0,40.24117,-89.12456,525,410,184,18
17013725,Illinois,IL,Knox County,Village,3289745,0,40.926608,-90.018177,660,658,175,51
17012990,Illinois,IL,Stark County,Village,489065,0,41.109606,-89.973522,525,561,74,9
17013050,Illinois,IL,Schuyler County,Village,3024813,0,40.234,-90.622315,566,524,112,18
17013338,Illinois,IL,Winnebago County,Village,3343991,37803,42.309006,-89.358626,775,813,344,226
17013188,Illinois,IL,Brown County,Village,1343049,0,40.006596,-90.873729,969,1111,334,5
17013203,Illinois,IL,Saline County,Village,781466,2986,37.766811,-88.513894,449,475,110,12
17013437,Illinois,IL,Rock Island County,City,43664574,526033,41.470163,-90.583113,777,714,476,5165
17013731,Illinois,IL,Jasper County,Village,2691404,0,38.995838,-88.021817,611,614,152,30
17013587,Illinois,IL,Lawrence County,City,3554160,0,38.715486,-87.866656,491,443,147,62
17013668,Illinois,IL,Bureau County,Village,2136961,0,41.556992,-89.590753,663,588,667,156
17013680,Illinois,IL,Marshall County,Village,1863838,0,40.920314,-89.291755,972,968,51,11
18011642,Indiana,IN,Porter County,CDP,6879078,0,41.51047,-87.171223,892,796,175,23
18011627,Indiana,IN,Montgomery County,Town,824490,0,39.877292,-87.045481,755,692,304,26
18011660,Indiana,IN,Noble County,Town,2629547,0,41.525564,-85.366699,645,641,251,87
18011333,Indiana,IN,Crawford County,Town,2005686,0,38.371346,-86.344353,561,581,276,119
18011330,Indiana,IN,Miami County,Town,347508,0,40.958209,-86.129538,607,609,30,8
18011579,Indiana,IN,Madison County,Town,1436925,0,40.336092,-85.643471,663,624,237,104
18011066,Indiana,IN,Hamilton County,Town,4423692,1068175,40.121932,-86.034042,781,775,309,358
18011186,Indiana,IN,DeKalb County,City,9978892,0,41.353305,-85.123418,673,706,223,828
18011609,Indiana,IN,Fountain County,Town,7030524,0,40.112843,-87.256631,829,823,326,191
1801991,Indiana,IN,Scott County,City,6778295,0,38.741694,-85.811817,671,669,227,510
18011573,Indiana,IN,Hendricks County,Town,965759,16287,39.636667,-86.632906,803,770,205,12
1801997,Indiana,IN,Starke County,CDP,23539012,5675301,41.22183,-86.594083,737,778,238,100
18011636,Indiana,IN,Tippecanoe County,CDP,12575926,0,40.341231,-87.043236,0,0,0,0
18026325,Indiana,IN,Adams County,Track,180587553,10522,41.0470266,-85.4509128,725,724,18,9
18011525,Indiana,IN,Knox County,Town,1013550,0,38.896776,-87.184611,790,770,255,13
18011663,Indiana,IN,Greene County,Town,2093043,0,39.118509,-86.979343,457,381,210,146
18011576,Indiana,IN,Henry County,Town,363344,0,39.808369,-85.290837,864,845,177,17
18011423,Indiana,IN,Clark County,CDP,13486028,38659,38.569494,-85.559434,661,652,45,74
18011279,Indiana,IN,Marshall County,CDP,8727680,1351649,41.411923,-86.479017,0,0,0,0
18011516,Indiana,IN,Dearborn County,Town,18084199,22301,39.299471,-84.966516,890,751,370,69
18011384,Indiana,IN,Morgan County,Town,16263077,146313,39.603805,-86.366936,750,720,313,1263
18011390,Indiana,IN,Franklin County,Town,117502,0,39.40761,-84.875478,1130,1306,382,5
18011252,Indiana,IN,White County,CDP,15114132,0,40.758765,-86.650563,877,867,202,87
18011114,Indiana,IN,Carroll County,City,7060165,0,40.583087,-86.667169,584,538,233,318
18011522,Indiana,IN,Washington County,City,10359587,45871,38.604584,-86.097459,553,562,238,828
18011048,Indiana,IN,Perry County,City,3837727,262993,37.911543,-86.738709,534,505,240,324
18011645,Indiana,IN,Wayne County,Town,203734,0,39.944804,-84.831098,661,608,120,7
18011585,Indiana,IN,Bartholomew County,CDP,2756395,0,39.296476,-85.950274,623,580,110,31
18011276,Indiana,IN,Clay County,Town,2688998,0,39.525352,-87.089134,711,704,221,43
18011081,Indiana,IN,Clinton County,Town,941100,0,40.194287,-86.667183,632,558,320,50
18011456,Indiana,IN,Harrison County,Town,3206608,108810,38.408085,-86.108114,676,578,293,171
18011654,Indiana,IN,Lake County,Town,32051021,171250,41.412112,-87.262352,1320,1193,426,193
18011567,Indiana,IN,Hancock County,Town,395375,27504,39.777023,-85.855053,1147,1143,78,1
18011489,Indiana,IN,Spencer County,Town,1333640,142,37.946582,-87.169672,657,575,214,16
18011267,Indiana,IN,Jefferson County,CDP,268220,0,38.737215,-85.538968,625,624,18,32
18011534,Indiana,IN,Vigo County,Town,2299334,51867,39.493352,-87.266916,656,625,199,133
18011123,Indiana,IN,Sullivan County,Town,1517177,0,39.070367,-87.259038,595,609,201,34
18011126,Indiana,IN,Jay County,City,3254818,0,40.374434,-85.207245,606,607,247,309
18011666,Indiana,IN,Delaware County,Town,82697773,623418,40.181874,-85.50838,797,713,309,663
18011483,Indiana,IN,Daviess County,CDP,2211997,6513,38.802277,-86.963009,0,0,0,0
18011237,Indiana,IN,Vanderburgh County,CDP,5872063,32715,38.046152,-87.561715,1351,1492,475,99
18011513,Indiana,IN,Vermillion County,CDP,4631444,0,39.71196,-87.520021,659,721,388,19
18011249,Indiana,IN,Dubois County,City,13108855,550995,38.300925,-86.961909,561,550,222,834
18011639,Indiana,IN,LaPorte County,Town,7994178,0,41.537981,-86.905473,722,690,349,182
18011171,Indiana,IN,Benton County,Town,3617620,14348,40.616979,-87.318746,597,585,184,281
18011453,Indiana,IN,Gibson County,Town,1408214,0,38.271707,-87.692033,567,632,224,85
18011537,Indiana,IN,Jackson County,City,30974786,12100,38.947516,-85.891285,736,736,285,2577
18011498,Indiana,IN,Fulton County,City,12146084,2879363,41.060646,-86.198225,592,609,495,1084
18011192,Indiana,IN,Floyd County,Town,5307376,46358,38.298791,-85.963053,726,659,367,175
18011507,Indiana,IN,Newton County,CDP,20851581,31228,41.155225,-87.289103,919,1084,389,59
18011222,Indiana,IN,Allen County,CDP,8040049,0,41.196543,-84.92454,701,672,241,127
18011495,Indiana,IN,Putnam County,Town,1312347,0,39.849168,-86.80047,767,764,265,125
18011207,Indiana,IN,Howard County,Town,3536975,0,40.476504,-85.962405,650,521,425,302
18011393,Indiana,IN,Posey County,City,7326047,130779,37.936987,-87.89586,663,636,294,726
18011444,Indiana,IN,Steuben County,Town,1716201,0,41.730557,-85.172366,517,472,257,25
18011381,Indiana,IN,Blackford County,City,3992571,0,40.549421,-85.287416,603,576,248,325
18011501,Indiana,IN,Marion County,Town,784484,0,39.848403,-86.173128,968,974,198,64
18011591,Indiana,IN,Tipton County,City,7324914,0,40.281817,-86.042346,661,687,255,752
18011615,Indiana,IN,Wabash County,City,24164179,616052,40.804765,-85.831158,608,595,243,1396
18011519,Indiana,IN,Decatur County,Town,773980,0,39.427862,-85.628717,793,784,281,87
18011669,Indiana,IN,Boone County,Town,138584136,322488,40.003469,-86.294278,1157,1182,373,1612
18011336,Indiana,IN,Wells County,Town,3206779,137784,40.827225,-85.339226,553,609,169,55
18011504,Indiana,IN,Parke County,Town,1022497,0,39.622461,-87.281589,619,643,203,71
18011624,Indiana,IN,Kosciusko County,City,31412099,3465964,41.246045,-85.848457,768,736,410,2079
18011414,Indiana,IN,Elkhart County,CDP,3451334,0,41.500497,-85.824851,744,532,438,50
18011612,Indiana,IN,Ripley County,Town,3921622,0,39.063914,-85.256487,531,519,179,300
18011510,Indiana,IN,Rush County,City,8010145,0,39.615392,-85.446313,625,622,222,1154
18011648,Indiana,IN,Lawrence County,CDP,9263982,8135,38.818254,-86.637138,857,856,32,50
18011543,Indiana,IN,Shelby County,City,29471749,696825,39.538569,-85.770444,728,717,288,3134
18011618,Indiana,IN,St. Joseph County,Town,5078241,0,41.465625,-86.482408,627,637,193,191
18011531,Indiana,IN,Jennings County,CDP,2973610,52538,39.074343,-85.715006,0,0,0,0
18011441,Indiana,IN,Cass County,Town,255369,0,40.694566,-86.1952,736,597,291,24
18011600,Indiana,IN,Randolph County,City,5826882,22410,40.199321,-84.820643,621,563,373,546
18011462,Indiana,IN,Switzerland County,Town,566498,105480,38.836252,-84.829401,866,817,213,41
18011603,Indiana,IN,Grant County,Town,8127786,29916,40.462848,-85.500987,614,613,210,283
18011486,Indiana,IN,Jasper County,Town,3360531,0,40.765148,-87.155295,658,672,155,174
18011546,Indiana,IN,LaGrange County,Town,3456025,0,41.674367,-85.576468,546,570,201,120
18011549,Indiana,IN,Martin County,Town,4643058,242280,38.666449,-86.792621,439,497,178,97
18011555,Indiana,IN,Monroe County,CDP,27764772,0,39.059692,-86.510771,993,961,279,230
18011597,Indiana,IN,Whitley County,CDP,8850299,1564672,41.251123,-85.453407,857,856,32,16
18011651,Indiana,IN,Pulaski County,Town,3525927,0,41.053501,-86.603678,683,639,211,374
18011588,Indiana,IN,Warrick County,Town,605591,0,38.081704,-87.118799,756,633,295,32
18011630,Indiana,IN,Union County,Town,691302,0,39.569415,-84.818973,667,639,186,143
18011657,Indiana,IN,Pike County,Town,1640863,22434,38.382675,-87.212153,734,744,222,60
20011370,Kansas,KS,Ottawa County,City,938654,0,39.012783,-97.878146,518,516,167,27
20011352,Kansas,KS,Phillips County,City,380204,0,39.676551,-99.421075,0,0,0,0
20011139,Kansas,KS,Rush County,City,2461964,0,38.582023,-99.569028,883,888,100,17
20011214,Kansas,KS,Norton County,City,4987435,0,39.836393,-99.891623,800,849,290,220
20011271,Kansas,KS,Osborne County,City,643567,0,39.563851,-98.691574,951,879,146,3
20011193,Kansas,KS,Sedgwick County,City,11856577,53614,37.476451,-97.235365,911,760,444,155
20011013,Kansas,KS,Harper County,City,4220983,0,37.285101,-98.027667,624,603,246,147
20011382,Kansas,KS,Cowley County,City,1408210,0,37.389026,-97.117677,616,635,214,106
20011373,Kansas,KS,Mitchell County,City,661803,0,39.339526,-98.470822,332,330,30,13
20011091,Kansas,KS,Atchison County,City,511255,0,39.571188,-95.303723,646,540,163,5
20011424,Kansas,KS,Butler County,City,1027852,0,37.963392,-97.146218,759,748,235,56
20011334,Kansas,KS,Nemaha County,City,4242357,0,39.837714,-96.069059,703,417,810,205
20011247,Kansas,KS,Washington County,City,796346,6130,39.632875,-97.140377,552,477,276,11
20023120,Kansas,KS,Allen County,Track,2087427,0,39.054567,-94.6121599,998,894,274,163
20011406,Kansas,KS,Marshall County,City,1259117,37096,39.692249,-96.746797,719,681,260,50
20011325,Kansas,KS,Republic County,City,1233224,0,39.796829,-97.783995,569,618,127,25
20011421,Kansas,KS,Pottawatomie County,City,381956,917,39.502205,-96.318574,970,1077,238,15
20011094,Kansas,KS,Leavenworth County,City,32076154,287150,39.242934,-94.897884,1095,965,622,823
20011292,Kansas,KS,Bourbon County,City,314690,0,37.836471,-94.881419,452,256,329,6
20011442,Kansas,KS,Ford County,CDP,5332909,0,37.775286,-99.890469,625,624,18,4
20011256,Kansas,KS,Reno County,City,781322,0,37.966559,-98.092306,642,671,258,8
2001833,Kansas,KS,Pawnee County,City,687527,0,38.193581,-99.526174,387,387,85,12
20011259,Kansas,KS,Marion County,City,3304255,0,38.168318,-97.104624,552,546,191,143
2001938,Kansas,KS,Lyon County,City,31415674,297773,38.402015,-96.191818,652,595,321,4500
20011412,Kansas,KS,Sumner County,City,18928630,2312940,37.28725,-97.389489,680,653,300,920
20011307,Kansas,KS,McPherson County,CDP,10432634,8628,38.550549,-97.427721,0,0,0,0
20011070,Kansas,KS,Smith County,City,932690,0,39.766822,-99.033138,415,433,154,30
20011358,Kansas,KS,Rice County,City,4313698,110365,38.209293,-98.206463,513,465,240,248
20011265,Kansas,KS,Crawford County,City,33738931,258771,37.412576,-94.69834,717,682,394,3975
20011364,Kansas,KS,Barton County,City,245761,0,38.640569,-98.774524,425,424,18,1
2001893,Kansas,KS,Pratt County,City,447942,0,37.630321,-98.905266,754,451,366,2
2001878,Kansas,KS,Comanche County,City,6843151,871705,37.267479,-99.32341,482,530,172,100
20011415,Kansas,KS,Cherokee County,City,867363,0,37.283886,-94.926858,769,886,222,12
2001896,Kansas,KS,Rooks County,City,489846,0,39.319235,-99.584742,497,479,150,21
2001899,Kansas,KS,Kearny County,City,1209539,0,37.981963,-101.133189,616,672,184,15
20011346,Kansas,KS,Jackson County,City,400066,0,39.537281,-95.965606,372,329,139,13
20011418,Kansas,KS,Johnson County,City,1055241,0,39.039404,-94.615591,1308,1221,336,115
2001908,Kansas,KS,Lane County,City,2266493,0,38.481117,-100.466436,517,453,268,90
20011097,Kansas,KS,Morris County,City,224891,0,38.738643,-96.845801,574,625,103,2
20011319,Kansas,KS,Neosho County,City,3159965,0,37.518285,-95.174822,593,644,185,50
2001923,Kansas,KS,Wyandotte County,City,23415248,818527,39.078168,-94.818818,792,716,373,370
2001929,Kansas,KS,Elk County,City,1830926,4226,37.372961,-96.192904,375,374,18,1
20011196,Kansas,KS,Ellis County,CDP,5969434,0,38.808856,-99.267461,0,0,0,0
2001941,Kansas,KS,Dickinson County,City,1682676,23424,38.902089,-97.116384,861,872,345,84
20011154,Kansas,KS,Wabaunsee County,City,633845,0,39.085347,-96.028135,887,792,247,14
20011430,Kansas,KS,Brown County,City,440414,0,39.722708,-95.505699,375,374,18,1
20011394,Kansas,KS,Greenwood County,City,1449079,6044,37.9805,-96.011209,0,0,0,0
20011355,Kansas,KS,Miami County,City,22547180,280940,38.756685,-94.820976,1200,1377,801,186
20011283,Kansas,KS,Gove County,City,2559459,0,39.066783,-100.234839,667,584,303,96
20011436,Kansas,KS,Jefferson County,City,900764,26951,39.32272,-95.26916,659,489,467,92
2001998,Kansas,KS,Greeley County,County,2013439333,0,38.480414,-101.806025,767,845,348,44
20011001,Kansas,KS,Kiowa County,City,4572928,0,37.604901,-99.289607,529,500,311,191
20011331,Kansas,KS,Harvey County,City,3667045,0,37.915699,-97.421414,863,842,176,100
20011028,Kansas,KS,Rawlins County,City,682600,0,39.908787,-100.786007,517,559,85,14
20011379,Kansas,KS,Doniphan County,City,2531507,15607,39.785165,-95.093411,595,525,256,165
20011055,Kansas,KS,Gray County,City,673930,0,37.828603,-100.45349,622,648,133,30
20011058,Kansas,KS,Barber County,City,652627,0,37.467128,-98.5515,1048,1103,177,5
20011061,Kansas,KS,Decatur County,City,694143,0,39.680547,-100.293208,490,543,170,24
20011064,Kansas,KS,Stanton County,City,5211224,0,37.569888,-101.744311,799,542,543,81
20011067,Kansas,KS,Sherman County,City,675559,0,39.336542,-102.037255,637,525,320,12
20011079,Kansas,KS,Edwards County,City,3336531,0,37.922401,-99.411378,513,498,189,107
20011103,Kansas,KS,Douglas County,City,4589766,19376,39.025826,-95.395016,693,630,239,46
20011298,Kansas,KS,Riley County,City,1256474,0,39.298963,-96.827579,667,686,355,95
20011295,Kansas,KS,Thomas County,City,671010,0,39.470456,-100.743916,491,515,201,11
20011115,Kansas,KS,Montgomery County,City,667864,0,37.156525,-95.597892,441,561,191,3
20011277,Kansas,KS,Linn County,City,667767,52622,38.063123,-94.692512,575,501,290,33
20011388,Kansas,KS,Osage County,CDP,12591310,16481,38.648597,-95.610011,770,730,101,21
20011160,Kansas,KS,Chase County,City,367689,2035,38.159651,-96.562014,804,914,202,2
20011163,Kansas,KS,Meade County,City,3749591,0,37.283501,-100.343005,629,626,190,150
20011175,Kansas,KS,Clark County,City,1185894,0,37.442018,-100.013094,700,760,201,114
20011445,Kansas,KS,Kingman County,City,587567,0,37.444687,-98.281653,574,656,125,5
20011376,Kansas,KS,Woodson County,City,943511,0,37.798517,-95.949608,438,375,165,14
20011208,Kansas,KS,Coffey County,City,2025361,101778,38.264027,-95.742731,661,625,202,31
20011262,Kansas,KS,Chautauqua County,City,823786,0,37.080383,-96.096204,574,574,18,2
20011397,Kansas,KS,Clay County,City,1291015,0,39.216488,-97.018272,923,812,403,114
20011439,Kansas,KS,Logan County,City,671074,0,39.06178,-101.245112,449,448,160,17
20011289,Kansas,KS,Franklin County,City,381923,995,38.548394,-95.100897,757,688,139,12
20011409,Kansas,KS,Jewell County,City,282744,0,39.93442,-98.035151,0,0,0,0
20011310,Kansas,KS,Russell County,City,12614315,0,38.88761,-98.851001,889,546,1128,497
20011337,Kansas,KS,Stafford County,City,664518,0,38.17782,-98.794282,972,968,51,1
20011361,Kansas,KS,Haskell County,City,2711058,0,37.482215,-100.846501,704,715,213,99
20011367,Kansas,KS,Hamilton County,City,10626842,0,37.953578,-101.796759,558,558,196,171
20011385,Kansas,KS,Ness County,City,609806,0,38.64264,-100.169869,509,401,302,13
20011400,Kansas,KS,Wallace County,City,1035678,0,38.912653,-101.59299,274,274,18,2
20011427,Kansas,KS,Shawnee County,City,275784,0,39.093912,-95.943336,821,788,111,8
21011092,Kentucky,KY,Harlan County,CDP,3219590,25023,36.76222,-83.474259,325,324,18,8
21011233,Kentucky,KY,Floyd County,City,4566961,0,37.339199,-82.718605,455,507,152,44
2101702,Kentucky,KY,Jackson County,CDP,20734073,114070,37.332044,-83.9633,530,553,80,132
2101717,Kentucky,KY,Carlisle County,City,2238876,6054,36.875352,-89.008943,474,512,207,104
2101708,Kentucky,KY,Logan County,City,4826858,4461,36.864533,-86.709646,614,577,145,209
21011251,Kentucky,KY,Jefferson County,City,545965,82,38.23926,-85.529764,1097,1078,254,42
2101720,Kentucky,KY,Ohio County,City,7820667,20311,37.405679,-86.873842,507,477,184,505
21011173,Kentucky,KY,Muhlenberg County,City,654622,2308,37.335337,-87.140168,562,491,117,8
21011257,Kentucky,KY,Greenup County,City,4577315,104571,38.549598,-82.779018,544,533,229,83
21011239,Kentucky,KY,Campbell County,City,9479262,333203,39.0414,-84.481551,952,946,221,431
2101771,Kentucky,KY,Marshall County,City,46793987,1642501,37.046106,-88.395811,590,600,259,270
2101738,Kentucky,KY,Lawrence County,City,733348,1757,38.025213,-82.843245,560,409,250,11
21011065,Kentucky,KY,Nelson County,CDP,1599286,13887,37.62605,-85.503954,625,624,18,6
2101885,Kentucky,KY,Meade County,CDP,52548018,273849,37.891641,-85.967151,1118,1039,274,718
21011218,Kentucky,KY,Kenton County,City,12250154,56049,38.862419,-84.6152,1412,1406,115,8
21011212,Kentucky,KY,Perry County,City,2170925,27677,37.216113,-83.060808,630,566,273,28
2101927,Kentucky,KY,Mercer County,City,17896420,49181,37.768072,-84.848781,547,553,209,1601
2101765,Kentucky,KY,Livingston County,CDP,3480921,11685,37.244806,-88.35788,0,0,0,0
2101789,Kentucky,KY,Trigg County,CDP,6613932,25349,36.951348,-87.714494,0,0,0,0
21011107,Kentucky,KY,Henry County,City,1212357,4027,38.35151,-85.111163,766,804,204,142
2101990,Kentucky,KY,Grayson County,City,28112412,105930,37.486241,-86.284688,516,491,199,1266
21011152,Kentucky,KY,Carroll County,City,760903,9080,38.654728,-84.946727,644,634,82,15
21011089,Kentucky,KY,Barren County,City,3795349,9317,37.093499,-86.048077,660,647,191,54
2101786,Kentucky,KY,Hardin County,CDP,3629526,15549,37.656859,-85.953022,782,781,23,45
21011215,Kentucky,KY,Pike County,CDP,2651675,0,37.332268,-82.582418,0,0,0,0
2101846,Kentucky,KY,Laurel County,CDP,5466387,31211,37.192677,-84.129211,596,544,211,90
21011185,Kentucky,KY,Scott County,City,1515106,13903,38.270748,-84.679873,550,332,360,152
21011095,Kentucky,KY,Boyle County,City,2022717,37811,37.650182,-84.950771,651,624,289,142
21011167,Kentucky,KY,Webster County,City,595349,1401,37.489607,-87.505281,738,672,230,8
2101837,Kentucky,KY,Mason County,City,1117402,46990,38.75669,-83.888348,637,561,124,8
21011242,Kentucky,KY,Grant County,City,43268855,1383262,38.639811,-84.572517,756,759,279,370
2101849,Kentucky,KY,Metcalfe County,City,8719969,101041,36.9855,-85.622771,408,436,172,303
2101879,Kentucky,KY,Fleming County,City,6944185,26171,38.424568,-83.740487,538,474,279,576
2101921,Kentucky,KY,Todd County,City,4390916,9073,36.648652,-87.173945,591,619,249,351
21011134,Kentucky,KY,Whitley County,CDP,3072891,7225,36.831563,-84.107664,703,681,241,50
2101861,Kentucky,KY,Pulaski County,City,2192168,13929,37.278412,-84.652572,527,493,237,34
21011227,Kentucky,KY,Morgan County,City,12701263,85963,37.918042,-83.26741,451,438,224,293
21011248,Kentucky,KY,Graves County,City,2525499,17864,36.641446,-88.741052,786,703,402,55
2101876,Kentucky,KY,Knox County,CDP,12381473,6756,36.834463,-83.761607,609,593,96,92
21011209,Kentucky,KY,Boone County,CDP,31689263,242309,38.805207,-84.663659,693,819,193,33
21011116,Kentucky,KY,Caldwell County,City,23271911,58718,37.106472,-87.884867,597,530,250,864
2101897,Kentucky,KY,Fulton County,City,7491613,225737,36.514333,-88.882554,513,488,241,464
21011179,Kentucky,KY,Gallatin County,City,16221758,81179,38.695435,-84.906136,731,765,136,29
2101912,Kentucky,KY,Christian County,CDP,622468,1526,36.879411,-87.663697,0,0,0,0
2101963,Kentucky,KY,Breckinridge County,City,2273139,1044,37.878074,-86.285528,494,464,244,151
21011086,Kentucky,KY,McCracken County,City,52267438,1152351,37.071382,-88.643799,601,573,296,5137
2101945,Kentucky,KY,Knott County,City,8056553,0,37.334999,-82.981897,343,318,186,134
21011059,Kentucky,KY,Hart County,City,5810530,27622,37.280876,-85.899294,473,431,247,439
2101957,Kentucky,KY,Leslie County,City,3315101,144906,37.156769,-83.375758,369,270,206,66
2101960,Kentucky,KY,Martin County,City,4461453,0,37.869342,-82.539801,377,308,187,120
21011140,Kentucky,KY,Russell County,City,12142445,38851,37.050695,-85.080494,461,480,178,485
2101969,Kentucky,KY,Montgomery County,City,7104490,27668,37.974536,-83.85546,637,604,244,138
21011014,Kentucky,KY,Lincoln County,CDP,1092692,6507,37.453318,-84.758653,375,374,18,21
21011002,Kentucky,KY,Ballard County,CDP,1307863,14047,36.967427,-88.832446,675,674,18,12
2101978,Kentucky,KY,Lyon County,City,5674119,2141533,37.060467,-88.114389,1003,732,433,17
2101981,Kentucky,KY,Oldham County,City,18689523,219485,38.397251,-85.376804,764,753,405,1005
2101984,Kentucky,KY,Garrard County,City,5663702,53590,37.614373,-84.583209,577,584,248,648
21011125,Kentucky,KY,Marion County,City,2320214,50497,37.562313,-85.436291,500,525,78,4
2101993,Kentucky,KY,Fayette,Urban County,734642357,4922241,38.040676,-84.458274,860,779,456,54733
21011143,Kentucky,KY,McLean County,City,1114324,1090,37.416599,-87.267897,426,456,180,56
21011236,Kentucky,KY,Daviess County,City,1081862,2509,37.683144,-86.869833,682,657,166,35
21011062,Kentucky,KY,Hopkins County,City,641859,0,37.383211,-87.641568,524,485,83,7
21011023,Kentucky,KY,Cumberland County,CDP,3300386,39859,36.834803,-85.503116,0,0,0,0
21011029,Kentucky,KY,Letcher County,CDP,3989583,60478,37.135247,-82.775814,702,600,144,43
21011101,Kentucky,KY,Bell County,City,7730267,266125,36.747515,-83.706854,401,340,213,358
21011041,Kentucky,KY,Bourbon County,City,1061088,3801,38.30537,-84.142902,550,613,241,126
21011044,Kentucky,KY,Trimble County,City,3607132,10843,38.709778,-85.374322,603,584,336,125
21011047,Kentucky,KY,Wayne County,City,15202132,109818,36.840005,-84.850735,478,442,242,1166
21011191,Kentucky,KY,Union County,City,4057023,8091,37.546226,-87.98745,504,459,235,354
21011155,Kentucky,KY,Robertson County,City,2586355,3579,38.533567,-83.951689,425,424,18,3
21011056,Kentucky,KY,Bullitt County,City,23116924,106420,38.042622,-85.556024,699,667,453,826
21011170,Kentucky,KY,Warren County,City,2019112,1076,37.050205,-86.208076,748,750,248,65
21011080,Kentucky,KY,Clay County,CDP,5290763,137463,37.272878,-83.647116,625,624,18,9
21011110,Kentucky,KY,Henderson County,CDP,2513022,29313,37.639557,-87.648004,782,781,23,11
21011128,Kentucky,KY,Madison County,City,59257178,747161,37.722645,-84.290901,691,630,366,7897
21011161,Kentucky,KY,Bath County,City,510270,1038,38.201662,-83.925106,442,326,209,58
